10, 1, 631.229176
11, 1, 659.378576
15, 1, 665.485332
8, 1, 668.269350
13, 1, 682.184312
2, 1, 682.821762
1, 1, 684.518823
14, 1, 704.934994
4, 1, 718.057033
3, 1, 718.825966
5, 1, 719.857012
12, 1, 720.007688
9, 1, 720.019164
6, 1, 720.557355
16, 1, 666.580674
28, 1, 613.082117
33, 1, 617.224240
32, 1, 617.275042
29, 1, 621.517830
26, 1, 626.524267
20, 1, 655.154968
31, 1, 655.160075
19, 1, 655.205826
18, 1, 655.208478
24, 1, 655.802607
17, 1, 720.003030
22, 1, 719.252495
23, 1, 720.452386
21, 1, 720.454250
30, 1, 720.453032
27, 1, 720.607004
34, 1, 661.751705
35, 1, 715.911237
44, 1, 643.287778
49, 1, 677.467815
45, 1, 679.428682
48, 1, 680.287990
47, 1, 709.904592
50, 1, 667.026901
38, 1, 728.448317
36, 1, 729.242698
43, 1, 732.147874
40, 1, 732.689121
39, 1, 735.097326
37, 1, 737.499176
42, 1, 737.666303
46, 1, 744.047068
66, 1, 618.428526
65, 1, 630.678837
62, 1, 641.237424
61, 1, 641.454017
7, 1, 1547.805930
53, 1, 655.151589
57, 1, 655.157667
55, 1, 655.203997
51, 1, 655.204505
59, 1, 657.233899
52, 1, 670.959309
63, 1, 680.666922
64, 1, 695.018177
54, 1, 717.448496
60, 1, 719.967203
56, 1, 720.401016
80, 1, 625.089780
71, 1, 655.150148
68, 1, 655.150542
67, 1, 655.201762
25, 1, 1569.473563
77, 1, 669.321114
81, 1, 704.464869
74, 1, 704.649519
69, 1, 715.469047
70, 1, 720.510966
78, 1, 729.845857
76, 1, 731.471256
75, 1, 758.063440
72, 1, 760.906808
79, 1, 763.394726
41, 1, 1369.210644
95, 1, 633.210470
91, 1, 649.272824
96, 1, 653.998717
82, 1, 655.202571
92, 1, 657.688581
93, 1, 667.563063
86, 1, 670.206260
84, 1, 677.280168
89, 1, 677.568313
83, 1, 683.293856
94, 1, 688.687699
85, 1, 720.634848
87, 1, 732.555629
90, 1, 734.464456
58, 1, 1506.494302
104, 1, 615.607665
107, 1, 618.021876
106, 1, 626.955546
108, 1, 636.608660
101, 1, 655.131143
102, 1, 655.149902
109, 1, 655.205952
100, 1, 655.648744
98, 1, 672.126888
97, 1, 676.542887
111, 1, 710.578859
110, 1, 716.811580
99, 1, 720.497895
105, 1, 721.004867
73, 1, 1337.326411
119, 1, 618.613161
123, 1, 636.066891
115, 1, 655.161335
112, 1, 655.158848
116, 1, 655.205484
113, 1, 655.213293
114, 1, 668.667202
126, 1, 674.508429
125, 1, 680.988288
124, 1, 688.418344
122, 1, 690.134095
121, 1, 719.944611
117, 1, 720.445695
120, 1, 720.594593
140, 1, 611.878747
134, 1, 613.720899
138, 1, 636.599900
88, 1, 1545.609500
139, 1, 653.796691
127, 1, 655.151594
128, 1, 655.202235
130, 1, 675.141407
137, 1, 685.849793
135, 1, 719.796079
136, 1, 719.897105
129, 1, 720.446124
132, 1, 720.595374
141, 1, 720.765737
131, 1, 732.722271
149, 1, 617.967528
153, 1, 649.989153
145, 1, 655.150228
143, 1, 655.160103
142, 1, 655.198824
144, 1, 655.750159
152, 1, 658.487370
154, 1, 658.545701
146, 1, 658.707208
156, 1, 678.384603
103, 1, 1586.842319
155, 1, 697.981949
150, 1, 720.055049
147, 1, 720.396054
151, 1, 780.555718
170, 1, 612.517982
164, 1, 620.292818
171, 1, 624.066384
168, 1, 648.111703
118, 1, 1552.598265
157, 1, 655.203967
169, 1, 655.789246
158, 1, 667.549415
160, 1, 684.551513
167, 1, 704.011053
165, 1, 720.016894
161, 1, 720.097644
162, 1, 720.563240
159, 1, 733.962645
166, 1, 850.638199
186, 1, 612.675188
133, 1, 1513.591821
183, 1, 614.368130
184, 1, 641.996125
187, 1, 644.149754
180, 1, 646.981895
174, 1, 655.149228
176, 1, 657.722189
185, 1, 664.334139
173, 1, 676.406914
172, 1, 682.913819
175, 1, 717.186585
178, 1, 719.898672
181, 1, 720.445646
177, 1, 735.785250
182, 1, 791.894232
201, 1, 611.427451
198, 1, 614.886860
199, 1, 636.043883
148, 1, 1538.190614
189, 1, 655.146146
191, 1, 658.856359
200, 1, 663.671706
195, 1, 663.710225
202, 1, 669.712186
193, 1, 680.017298
188, 1, 688.431356
192, 1, 719.843913
196, 1, 720.422431
190, 1, 734.013215
197, 1, 847.142921
163, 1, 1514.537712
217, 1, 642.184732
203, 1, 655.147750
204, 1, 655.194872
209, 1, 656.265167
213, 1, 656.827524
218, 1, 657.982253
215, 1, 666.660579
211, 1, 667.985254
214, 1, 668.376934
205, 1, 675.711314
216, 1, 685.047265
207, 1, 693.155759
206, 1, 720.397198
208, 1, 731.963403
212, 1, 735.655871
229, 1, 638.622838
233, 1, 639.713559
179, 1, 1556.886289
219, 1, 666.009665
227, 1, 669.817036
230, 1, 670.248009
231, 1, 670.381352
225, 1, 670.955729
221, 1, 675.182634
220, 1, 679.293032
223, 1, 691.948094
232, 1, 694.163481
234, 1, 714.674716
224, 1, 719.653167
228, 1, 726.298808
222, 1, 731.441048
249, 1, 617.254405
244, 1, 646.231913
194, 1, 1552.034074
245, 1, 664.275995
235, 1, 667.222621
247, 1, 669.454872
248, 1, 672.086340
236, 1, 676.171323
240, 1, 688.399893
242, 1, 693.281281
239, 1, 719.867507
243, 1, 720.690077
237, 1, 733.193195
246, 1, 733.397224
238, 1, 734.719464
210, 1, 1550.456117
261, 1, 657.757571
257, 1, 670.450096
265, 1, 674.939240
263, 1, 675.151898
252, 1, 675.204393
264, 1, 676.363119
259, 1, 678.159816
253, 1, 679.489165
262, 1, 686.009414
255, 1, 687.250270
254, 1, 719.897709
256, 1, 730.483825
266, 1, 730.759880
260, 1, 731.558051
251, 1, 870.392757
281, 1, 615.517164
277, 1, 615.618942
280, 1, 616.625844
226, 1, 1523.492029
267, 1, 719.294389
272, 1, 655.156147
279, 1, 655.200347
283, 1, 655.209351
275, 1, 657.761300
268, 1, 659.030206
278, 1, 669.234881
269, 1, 673.410974
273, 1, 677.055077
250, 1, 1229.922284
271, 1, 720.444922
270, 1, 720.551820
282, 1, 731.464780
276, 1, 736.886329
291, 1, 615.045117
296, 1, 615.668679
297, 1, 616.031863
294, 1, 629.445554
241, 1, 1531.795032
289, 1, 655.170632
285, 1, 655.613115
295, 1, 656.488364
293, 1, 672.753155
298, 1, 675.999149
299, 1, 676.031165
284, 1, 676.514822
292, 1, 719.914687
288, 1, 719.963534
286, 1, 720.464968
287, 1, 733.448826
314, 1, 631.137225
310, 1, 633.135068
308, 1, 637.034906
313, 1, 639.636635
311, 1, 641.588077
258, 1, 1548.996758
316, 1, 656.264576
300, 1, 658.070806
315, 1, 665.421619
302, 1, 672.151521
312, 1, 695.415094
306, 1, 703.763354
301, 1, 709.770326
303, 1, 720.409673
304, 1, 720.512942
305, 1, 739.364564
309, 1, 755.564051
325, 1, 617.956020
330, 1, 630.508002
274, 1, 1531.599977
327, 1, 636.528595
328, 1, 653.409474
319, 1, 655.208477
322, 1, 655.210007
317, 1, 655.604751
323, 1, 660.710768
320, 1, 666.555025
331, 1, 667.925440
318, 1, 671.516339
329, 1, 677.033549
332, 1, 696.108903
321, 1, 720.455999
326, 1, 720.455031
333, 1, 741.506369
290, 1, 1518.647131
344, 1, 633.750198
342, 1, 652.861239
336, 1, 655.197658
345, 1, 658.410326
339, 1, 670.125512
349, 1, 670.278785
346, 1, 670.530909
335, 1, 670.837423
347, 1, 672.239759
338, 1, 679.791551
340, 1, 686.402036
348, 1, 686.612057
337, 1, 690.137241
343, 1, 719.395520
350, 1, 655.203717
307, 1, 1615.668353
334, 1, 1297.103303
324, 1, 1713.403851
341, 1, 1780.705345
