1541644559, 616.918915
1541644559, 616.929191
1541644559, 617.117865
1541644559, 617.117618
1541644559, 617.120162
1541644559, 617.187583
1541644559, 617.188256
1541644559, 617.225388
1541644559, 617.230593
1541644559, 617.233173
1541644559, 617.266801
1541644559, 617.272449
1541644559, 617.272957
1541644559, 617.281048
1541644559, 617.282646
1541644559, 617.285744
1541644559, 617.285515
1541644559, 617.378101
1541644559, 617.579930
1541644559, 617.581198
1541644559, 617.583078
1541644559, 617.628137
1541644559, 617.629615
1541644559, 617.630390
1541644559, 617.631480
1541644559, 617.675488
1541644559, 617.722068
1541644559, 617.728048
1541644559, 617.729101
1541644559, 617.779985
1541644559, 617.781694
1541644559, 617.821244
1541645176, 624.965454
1541645176, 625.903354
1541645176, 625.874825
1541645176, 626.099709
1541645176, 626.300306
1541645176, 626.508831
1541645176, 626.512990
1541645176, 626.500705
1541645176, 626.599912
1541645176, 626.624266
1541645176, 626.891605
1541645176, 626.853973
1541645176, 626.951722
1541645176, 626.966005
1541645176, 627.221770
1541645176, 627.266384
1541645176, 627.342044
1541645176, 774.149828
1541645176, 776.889574
1541645176, 781.226143
1541645176, 784.071194
1541645176, 786.548230
1541645176, 787.130604
1541645176, 791.079310
1541645176, 794.303916
1541645176, 794.391673
1541645176, 795.347514
1541645176, 797.047789
1541645176, 797.192875
1541645176, 797.409026
1541645176, 797.811116
1541645176, 797.957958
1541645802, 625.527297
1541645802, 625.785629
1541645802, 626.186798
1541645801, 627.267841
1541645802, 626.069080
1541645802, 626.329827
1541645802, 626.277860
1541645803, 662.373642
1541645803, 751.859784
1541645803, 764.575973
1541645803, 764.575639
1541645803, 771.078508
1541645802, 771.800258
1541645803, 772.437462
1541645803, 772.226398
1541645803, 772.070089
1541645803, 772.087883
1541645951, 625.829298
1541645953, 626.084408
1541645957, 625.402684
1541645961, 625.751937
1541645963, 625.275960
1541645963, 624.992168
1541645967, 625.352597
1541645970, 625.152255
1541645971, 624.965902
1541645972, 625.272306
1541645973, 625.229168
1541645974, 624.870696
1541645974, 624.997209
1541645974, 624.935597
1541645974, 624.969154
1541646428, 624.090687
1541646428, 626.543758
1541646429, 637.432974
1541646429, 661.896308
1541646465, 694.522939
